months_as_customer,age,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
292,44,1997-02-28,OH,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,0,0,2015-02-28,Single Vehicle Collision,Total Loss,SC,Columbus,12,1,NO,1,0,61700,6170,6170,49360,Saab,93,2005,N
451,61,1998-06-18,IN,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,0,-42600,2015-02-04,Multi-vehicle Collision,Major Damage,OH,Columbus,3,3,YES,2,1,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y
61,24,1996-02-08,IN,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,47400,0,2015-01-12,Multi-vehicle Collision,Major Damage,SC,Northbend,15,3,YES,2,1,65520,9360,9360,46800,Toyota,Highlander,2011,Y
150,30,2004-11-17,IN,1000,1342.02,0,MALE,MD,prof-specialty,own-child,0,0,2015-02-28,Parked Car,Trivial Damage,VA,Arlington,8,1,YES,0,2,4500,450,450,3600,Saab,93,1999,N
283,41,2012-10-25,OH,500,1195.01,0,FEMALE,Associate,sales,own-child,60700,-54300,2015-01-08,Multi-vehicle Collision,Major Damage,WV,Northbend,13,3,NO,0,2,42700,0,6100,36600,Mercedes,ML350,2011,Y
291,46,2006-04-13,OH,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,0,-55300,2015-01-25,Parked Car,Minor Damage,SC,Hillsdale,8,1,NO,2,2,5580,620,620,4340,Volkswagen,Passat,2005,Y
162,31,2006-02-21,IN,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,30700,0,2015-02-26,Parked Car,Minor Damage,NC,Arlington,7,1,?,0,0,3600,360,720,2520,BMW,X5,2013,Y
154,36,2003-12-17,IL,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,68500,0,2015-02-03,Vehicle Theft,Trivial Damage,SC,Northbrook,9,1,?,2,0,2800,280,280,2240,Volkswagen,Passat,2015,N
289,47,1999-07-31,OH,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,73000,-37900,2015-01-31,Single Vehicle Collision,Minor Damage,VA,Northbend,15,1,NO,1,0,54000,6000,6000,42000,Toyota,Highlander,1996,N
10,19,2014-08-05,IN,1000,1185.78,0,FEMALE,JD,craft-repair,wife,0,-60700,2015-02-01,Single Vehicle Collision,Minor Damage,NC,Northbend,5,1,?,0,2,48950,4450,8900,35600,Accura,TL,2011,Y
309,47,2011-06-05,IL,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,69400,0,2015-02-21,Multi-vehicle Collision,Major Damage,WV,Northbend,15,4,YES,0,1,77800,15560,15560,46680,Dodge,RAM,2002,N
396,57,1992-10-11,IN,1000,1366.39,0,MALE,High School,protective-serv,other-relative,0,-22400,2015-01-30,Multi-vehicle Collision,Major Damage,NC,Columbus,22,3,YES,2,1,52560,11680,5840,35040,Saab,93,1995,N
273,41,2010-02-17,OH,1000,1403.9,0,FEMALE,PhD,farming-fishing,own-child,0,0,2015-01-31,Multi-vehicle Collision,Total Loss,VA,Riverwood,16,2,?,1,2,44110,4010,8020,32080,Honda,Accord,2015,N
129,30,2007-05-06,IL,2000,927.23,0,FEMALE,PhD,sales,husband,51500,0,2015-01-13,Single Vehicle Collision,Total Loss,SC,Hillsdale,7,1,NO,1,3,74360,13520,6760,54080,Suburu,Forrestor,2009,N
140,31,1997-05-01,OH,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,59000,0,2015-02-16,Parked Car,Minor Damage,WV,Arlington,2,1,YES,1,2,6120,680,680,4760,Honda,Civic,2002,Y
419,53,1998-01-28,IL,2000,736.07,6000000,MALE,College,transport-moving,unmarried,45700,0,2015-02-04,Multi-vehicle Collision,Minor Damage,SC,Northbend,17,4,?,0,0,62280,5190,10380,46710,Suburu,Forrestor,2012,N
315,44,1993-05-05,IL,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,0,-56800,2015-02-07,Multi-vehicle Collision,Total Loss,NY,Springfield,12,3,?,1,0,26730,4860,4860,17010,Volkswagen,Jetta,2006,N
72,29,1994-08-06,OH,500,973.8,0,FEMALE,Associate,craft-repair,own-child,0,-85900,2015-01-16,Single Vehicle Collision,Major Damage,WV,Arlington,9,1,?,1,0,66200,6620,6620,52960,Dodge,Neon,2013,N
32,26,2014-11-14,OH,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,0,-79800,2015-02-28,Single Vehicle Collision,Total Loss,VA,Northbrook,16,1,?,1,2,45500,9100,4550,31850,Toyota,Corolla,2009,N
230,41,1991-12-14,IN,1000,1464.03,0,MALE,JD,transport-moving,own-child,0,0,2015-02-08,Multi-vehicle Collision,Minor Damage,NY,Springfield,19,3,?,2,0,53040,4420,4420,44200,Audi,A3,2006,N
157,32,2009-10-21,OH,2000,617.11,0,MALE,College,other-service,other-relative,0,-54100,2015-01-02,Multi-vehicle Collision,Major Damage,VA,Columbus,14,3,?,1,2,50800,10160,5080,35560,Mercedes,E400,2013,Y
265,41,1997-09-29,IN,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,81800,0,2015-01-13,Multi-vehicle Collision,Total Loss,SC,Northbend,18,3,?,1,3,44200,4420,4420,35360,Audi,A5,2014,N
47,34,2003-12-31,IL,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,64800,-24300,2015-01-07,Single Vehicle Collision,Minor Damage,SC,Springfield,23,1,YES,1,3,62920,11440,5720,45760,Chevrolet,Malibu,2012,N
113,29,2008-01-01,OH,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,36100,-42300,2015-01-05,Multi-vehicle Collision,Minor Damage,NY,Springfield,15,3,?,0,2,49950,5550,5550,38850,Nissan,Ultima,2004,Y
289,46,2004-05-31,IL,2000,1209.07,0,MALE,JD,armed-forces,unmarried,0,0,2015-02-28,Single Vehicle Collision,Minor Damage,NC,Arlington,18,1,YES,0,1,56430,6270,6270,43890,BMW,3 Series,1995,Y
254,41,2013-12-18,IL,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,0,0,2015-01-04,Single Vehicle Collision,Minor Damage,NY,Riverwood,16,1,NO,2,2,100210,18220,18220,63770,Audi,A5,2014,N
115,30,2000-08-24,OH,500,1757.21,0,MALE,High School,prof-specialty,wife,46400,0,2015-02-02,Multi-vehicle Collision,Minor Damage,NY,Northbend,12,3,NO,1,0,49140,5460,5460,38220,Ford,F150,2007,N
236,38,1992-10-14,OH,1000,802.24,0,FEMALE,College,other-service,not-in-family,0,-62500,2015-02-23,Single Vehicle Collision,Major Damage,WV,Northbrook,16,1,NO,0,1,66840,16710,5570,44560,Mercedes,E400,2014,N
7,21,1991-11-16,IN,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,0,-45300,2015-02-10,Single Vehicle Collision,Total Loss,NY,Hillsdale,21,1,?,1,2,62460,6940,6940,48580,Honda,Accord,2003,N
208,36,1995-10-08,OH,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,0,0,2015-02-16,Multi-vehicle Collision,Total Loss,NY,Columbus,15,3,YES,0,1,62810,11420,11420,39970,Nissan,Ultima,1999,N
126,33,2007-10-28,OH,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,36700,-73400,2015-01-04,Single Vehicle Collision,Major Damage,WV,Northbrook,21,1,YES,1,2,54160,6770,6770,40620,Suburu,Legacy,2009,N
48,35,2008-05-16,IL,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,0,-51000,2015-01-30,Single Vehicle Collision,Major Damage,WV,Arlington,1,1,YES,0,2,48400,9680,4840,33880,Saab,92x,2005,N
297,48,2009-06-22,IN,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,54900,-36700,2015-01-25,Multi-vehicle Collision,Total Loss,NY,Arlington,17,3,?,0,0,51480,5720,5720,40040,Toyota,Highlander,2013,N
160,36,2012-05-10,OH,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,0,-36600,2015-01-22,Multi-vehicle Collision,Total Loss,NY,Columbus,5,3,NO,2,1,51700,5170,10340,36190,Saab,95,2003,N
406,58,2003-10-02,OH,2000,1117.04,0,MALE,MD,exec-managerial,own-child,0,-42700,2015-01-01,Multi-vehicle Collision,Total Loss,WV,Northbend,15,3,?,1,2,65520,10920,5460,49140,Volkswagen,Jetta,2009,N
157,31,1990-08-02,IN,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,40700,-41600,2015-02-14,Multi-vehicle Collision,Major Damage,OH,Arlington,2,4,NO,2,2,47700,4770,9540,33390,Accura,TL,2011,Y
146,31,1997-09-16,OH,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,61400,-57500,2015-01-15,Vehicle Theft,Minor Damage,SC,Northbend,3,1,YES,2,0,5220,580,580,4060,Accura,MDX,2015,N
409,57,1995-07-29,IN,1000,1191.8,6000000,MALE,High School,protective-serv,unmarried,55600,0,2015-01-06,Single Vehicle Collision,Major Damage,NY,Riverwood,19,1,NO,1,0,73320,6110,12220,54990,Ford,Fusion,2012,N
252,46,2005-09-06,IN,1000,1242.02,0,MALE,Masters,adm-clerical,wife,0,-28800,2015-02-08,Single Vehicle Collision,Minor Damage,VA,Hillsdale,17,1,YES,0,2,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N
6,27,1992-08-05,OH,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,0,-47400,2015-02-17,Vehicle Theft,Trivial Damage,WV,Columbus,7,1,?,0,1,3190,580,290,2320,Saab,95,2015,N
103,33,1993-01-22,IN,1000,969.88,6000000,MALE,MD,armed-forces,own-child,0,0,2015-01-21,Single Vehicle Collision,Minor Damage,NY,Columbus,21,1,NO,1,0,76920,12820,6410,57690,Chevrolet,Malibu,2002,N
369,53,1995-05-20,OH,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,0,0,2015-02-09,Multi-vehicle Collision,Total Loss,WV,Springfield,10,2,YES,1,3,77990,7090,14180,56720,Jeep,Wrangler,2012,N
261,46,1992-09-24,IL,1000,1245.61,0,MALE,MD,transport-moving,own-child,0,0,2015-02-12,Single Vehicle Collision,Total Loss,NY,Columbus,11,1,YES,1,0,59670,9180,9180,41310,Ford,Escape,2008,N
159,33,2007-07-20,IN,2000,1462.76,0,FEMALE,College,craft-repair,husband,69200,-36900,2015-02-24,Multi-vehicle Collision,Major Damage,NY,Columbus,23,3,YES,2,0,44880,8160,4080,32640,Mercedes,C300,2004,Y
344,51,1992-04-28,IN,2000,1398.46,0,MALE,Associate,sales,other-relative,0,0,2015-02-02,Single Vehicle Collision,Minor Damage,NC,Northbend,14,1,?,0,2,82830,7530,15060,60240,Audi,A5,2004,N
437,60,1998-01-19,OH,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,48800,0,2015-02-14,Single Vehicle Collision,Minor Damage,SC,Riverwood,10,1,NO,1,3,84480,7680,15360,61440,Chevrolet,Silverado,2012,Y
65,30,2009-09-08,IN,500,1455.65,4000000,FEMALE,College,transport-moving,wife,0,-66300,2015-02-15,Multi-vehicle Collision,Total Loss,WV,Hillsdale,6,3,?,2,3,79800,15960,7980,55860,Honda,Civic,1999,N
280,41,1994-12-18,OH,2000,1140.31,0,MALE,MD,adm-clerical,husband,29300,-64700,2015-02-28,Multi-vehicle Collision,Minor Damage,WV,Arlington,10,3,?,0,3,53020,9640,9640,33740,Toyota,Corolla,1999,N
269,45,1996-08-23,IN,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,54800,-64100,2015-01-18,Multi-vehicle Collision,Total Loss,VA,Hillsdale,5,3,?,0,0,24200,2200,4400,17600,Suburu,Forrestor,2008,N
275,40,1991-11-20,OH,2000,1190.6,0,MALE,Masters,exec-managerial,unmarried,0,-45300,2015-01-06,Single Vehicle Collision,Minor Damage,OH,Riverwood,17,1,?,1,3,43230,7860,7860,27510,Chevrolet,Silverado,2001,N
265,45,1998-10-28,OH,500,972.5,0,FEMALE,College,exec-managerial,unmarried,0,0,2015-01-19,Vehicle Theft,Trivial Damage,NC,Springfield,3,1,NO,2,3,3190,290,580,2320,Ford,Escape,1995,N
283,43,1997-07-14,IN,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,0,-50400,2015-01-17,Parked Car,Minor Damage,WV,Northbrook,9,1,?,0,3,5850,1300,650,3900,BMW,M5,2006,N
84,29,2003-04-09,OH,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,0,-29900,2015-02-12,Parked Car,Trivial Damage,SC,Arlington,6,1,YES,2,0,6820,620,1240,4960,BMW,3 Series,2005,N
247,44,1992-02-04,OH,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,64000,0,2015-02-11,Multi-vehicle Collision,Minor Damage,NY,Riverwood,22,3,NO,2,2,69480,11580,11580,46320,Chevrolet,Tahoe,2008,N
56,29,2006-06-29,IL,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,0,0,2015-02-21,Multi-vehicle Collision,Major Damage,PA,Northbend,10,3,?,1,2,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,N
210,39,1997-06-21,OH,1000,984.45,0,MALE,Associate,armed-forces,unmarried,0,0,2015-01-02,Vehicle Theft,Minor Damage,NC,Riverwood,4,1,YES,1,2,7800,780,780,6240,Dodge,RAM,1997,N
108,32,2006-09-07,OH,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,unmarried,63900,-43700,2015-01-11,Single Vehicle Collision,Total Loss,WV,Northbrook,23,1,NO,1,3,61270,5570,11140,44560,Suburu,Legacy,1999,N
328,49,2001-10-01,OH,500,1434.51,0,FEMALE,Masters,transport-moving,wife,0,0,2015-02-23,Single Vehicle Collision,Total Loss,NY,Riverwood,19,1,?,0,2,71440,8930,8930,53580,Mercedes,ML350,2005,N
186,37,2009-02-20,OH,2000,1628.0,0,FEMALE,JD,priv-house-serv,unmarried,0,0,2015-01-28,Single Vehicle Collision,Total Loss,NY,Hillsdale,22,1,YES,1,2,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,N
277,44,2001-06-26,IN,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,0,0,2015-02-01,Vehicle Theft,Trivial Damage,NC,Riverwood,6,1,NO,1,3,5000,1000,500,3500,Jeep,Wrangler,2005,N
138,33,1997-01-18,IL,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,56900,-56900,2015-02-24,Single Vehicle Collision,Minor Damage,NY,Springfield,6,1,NO,2,0,95810,14740,14740,66330,BMW,X5,2007,N
208,41,2014-06-24,IN,1000,1134.68,0,FEMALE,College,tech-support,husband,0,0,2015-01-20,Single Vehicle Collision,Major Damage,SC,Northbend,18,1,NO,2,2,69300,6930,13860,48510,Volkswagen,Jetta,1996,N
147,37,1992-10-02,IN,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,0,0,2015-01-14,Single Vehicle Collision,Total Loss,SC,Northbend,22,1,?,1,0,81120,13520,20280,47320,Toyota,Camry,1995,N
8,21,2012-10-09,IN,500,1021.9,0,MALE,High School,handlers-cleaners,husband,0,0,2015-02-05,Single Vehicle Collision,Major Damage,WV,Columbus,21,1,?,0,0,91260,14040,14040,63180,Toyota,Corolla,2012,N
297,48,1993-02-10,IN,1000,1538.6,0,FEMALE,MD,other-service,wife,0,-54700,2015-01-11,Single Vehicle Collision,Minor Damage,SC,Northbend,12,1,?,0,0,60600,6060,12120,42420,Ford,Fusion,2004,N
150,31,1994-09-28,IN,1000,1354.5,0,MALE,Masters,machine-op-inspct,husband,52800,0,2015-01-02,Multi-vehicle Collision,Major Damage,NY,Arlington,6,3,?,0,3,64800,6480,12960,45360,Suburu,Forrestor,2000,Y
4,34,2003-05-24,OH,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,0,0,2015-02-12,Multi-vehicle Collision,Major Damage,WV,Northbrook,0,4,?,0,0,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y
210,35,1991-12-25,IL,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,44900,-91400,2015-01-03,Single Vehicle Collision,Total Loss,WV,Arlington,11,1,NO,0,2,58200,5820,5820,46560,BMW,X5,2013,N
91,31,1999-09-18,IN,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,own-child,63600,0,2015-02-25,Single Vehicle Collision,Minor Damage,NC,Hillsdale,19,1,?,1,0,60570,6730,6730,47110,Nissan,Maxima,2011,N
167,36,1994-02-03,IL,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,0,-38400,2015-01-19,Multi-vehicle Collision,Major Damage,NC,Springfield,22,3,?,0,0,69680,8710,8710,52260,Mercedes,ML350,2008,Y
467,58,2003-01-18,IN,2000,977.4,0,MALE,Masters,transport-moving,own-child,82200,0,2015-01-03,Single Vehicle Collision,Total Loss,NY,Columbus,2,1,YES,2,3,55700,5570,11140,38990,Nissan,Maxima,2014,N
264,47,2005-03-07,IN,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,0,-67400,2015-02-12,Multi-vehicle Collision,Total Loss,OH,Arlington,16,4,YES,1,2,62370,5670,5670,51030,Dodge,Neon,2001,N
270,45,2003-08-23,OH,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,83200,-53300,2015-02-24,Multi-vehicle Collision,Total Loss,VA,Columbus,23,3,?,0,0,54340,9880,0,44460,Saab,92x,2005,N
310,48,2002-07-11,OH,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,2015-02-25,Single Vehicle Collision,Major Damage,NC,Northbend,21,1,YES,1,0,55170,6130,6130,42910,Audi,A5,2005,Y
143,34,2014-03-19,IL,500,1442.27,0,MALE,College,priv-house-serv,wife,67900,0,2015-02-17,Single Vehicle Collision,Minor Damage,NY,Columbus,10,1,?,2,3,58500,11700,5850,40950,Dodge,RAM,1999,N
146,32,1993-12-06,OH,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,0,0,2015-02-09,Single Vehicle Collision,Major Damage,NC,Riverwood,12,1,?,0,3,59940,6660,6660,46620,Honda,CRV,1995,N
102,28,1999-08-29,OH,500,1075.41,0,MALE,MD,machine-op-inspct,wife,55200,0,2015-02-15,Single Vehicle Collision,Total Loss,PA,Northbend,6,1,NO,1,0,73400,7340,7340,58720,Dodge,Neon,1996,N
61,23,2007-03-09,IL,500,1111.72,0,MALE,JD,exec-managerial,other-relative,54600,0,2015-02-25,Single Vehicle Collision,Major Damage,PA,Riverwood,6,1,?,1,2,41850,4650,4650,32550,Suburu,Legacy,1997,N
255,44,2004-01-03,OH,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,68500,0,2015-02-05,Parked Car,Trivial Damage,NC,Hillsdale,7,1,?,2,2,6400,640,1280,4480,Mercedes,ML350,2005,Y
211,40,1991-04-25,IL,1000,1575.86,0,FEMALE,PhD,other-service,own-child,0,0,2015-01-12,Vehicle Theft,Trivial Damage,WV,Northbrook,3,1,NO,1,1,3190,580,290,2320,Audi,A5,2004,N
61,29,1995-03-14,IN,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,0,-66000,2015-01-01,Parked Car,Trivial Damage,VA,Hillsdale,10,1,YES,2,1,5900,590,590,4720,Nissan,Pathfinder,2010,N
108,31,2005-12-09,IN,2000,1175.7,0,MALE,Masters,protective-serv,not-in-family,0,0,2015-02-19,Single Vehicle Collision,Total Loss,NY,Columbus,14,1,NO,0,2,57330,6370,6370,44590,Dodge,Neon,2006,N
303,50,2001-12-25,OH,500,793.15,0,MALE,MD,tech-support,own-child,54600,-45500,2015-01-14,Multi-vehicle Collision,Total Loss,WV,Hillsdale,17,3,NO,0,3,81960,13660,13660,54640,Dodge,Neon,2008,N
152,33,1999-11-14,IN,500,942.51,0,FEMALE,PhD,transport-moving,wife,0,0,2015-01-30,Single Vehicle Collision,Major Damage,SC,Hillsdale,16,1,YES,0,0,70400,6400,19200,44800,Suburu,Legacy,2001,Y
120,34,2001-10-27,IN,1000,1056.71,0,FEMALE,JD,protective-serv,not-in-family,77900,0,2015-01-20,Parked Car,Minor Damage,VA,Columbus,3,1,NO,2,1,3770,580,580,2610,Jeep,Grand Cherokee,2002,N
144,36,1993-10-31,IN,2000,1255.68,6000000,FEMALE,Associate,sales,other-relative,23600,-15600,2015-02-18,Parked Car,Minor Damage,NC,Arlington,7,1,NO,0,0,7400,740,1480,5180,Dodge,Neon,2014,N
414,52,2003-02-13,IN,500,1335.13,0,FEMALE,High School,farming-fishing,unmarried,44000,-71000,2015-01-07,Single Vehicle Collision,Total Loss,SC,Northbend,13,1,YES,1,1,54810,6090,6090,42630,Chevrolet,Silverado,1999,Y
163,37,2004-03-06,IN,500,1178.95,6000000,FEMALE,JD,priv-house-serv,own-child,0,-67300,2015-01-16,Single Vehicle Collision,Total Loss,NY,Springfield,20,1,YES,2,3,49400,4940,9880,34580,Jeep,Wrangler,2005,N
352,53,2013-07-12,IL,500,1793.16,0,MALE,Associate,tech-support,wife,0,0,2015-01-15,Single Vehicle Collision,Minor Damage,NC,Riverwood,23,1,YES,2,2,68750,12500,6250,50000,Chevrolet,Malibu,2009,N
27,32,2014-08-27,OH,500,1008.38,0,FEMALE,PhD,adm-clerical,other-relative,37900,0,2015-02-01,Single Vehicle Collision,Total Loss,SC,Arlington,11,1,NO,1,0,61500,12300,6150,43050,Dodge,Neon,2013,N
239,39,1990-06-22,IL,500,1396.83,0,FEMALE,Masters,other-service,husband,0,0,2015-01-06,Multi-vehicle Collision,Major Damage,WV,Northbend,0,4,?,0,3,76890,6990,13980,55920,BMW,X6,2007,N
33,32,2008-03-07,OH,500,1402.78,5000000,FEMALE,PhD,other-service,husband,70300,-50300,2015-02-02,Single Vehicle Collision,Minor Damage,NY,Northbrook,2,1,YES,0,1,56070,6230,12460,37380,Toyota,Camry,2012,N
88,30,1992-08-05,IN,1000,1437.88,0,FEMALE,College,transport-moving,husband,42800,-51200,2015-02-25,Single Vehicle Collision,Total Loss,SC,Northbrook,3,1,NO,2,0,56000,14000,0,42000,Chevrolet,Malibu,2003,N
101,33,1991-09-03,IL,1000,1313.64,0,FEMALE,College,priv-house-serv,unmarried,12100,0,2015-02-10,Parked Car,Trivial Damage,NY,Hillsdale,3,1,YES,1,0,4290,780,390,3120,Audi,A3,1997,N
20,37,2011-09-02,IL,500,1482.14,0,FEMALE,Associate,transport-moving,husband,33000,-43600,2015-02-22,Multi-vehicle Collision,Total Loss,NY,Arlington,15,3,?,2,1,60750,6750,6750,47250,Suburu,Forrestor,2003,N
126,30,2012-10-06,IL,2000,1171.75,0,FEMALE,Associate,machine-op-inspct,not-in-family,46500,-42700,2015-01-31,Single Vehicle Collision,Minor Damage,NY,Northbend,23,1,?,2,3,48730,4430,4430,39870,Chevrolet,Malibu,2011,N
264,43,2014-01-18,IL,2000,1353.33,0,MALE,Associate,adm-clerical,not-in-family,0,-8500,2015-02-12,Multi-vehicle Collision,Minor Damage,WV,Springfield,9,3,YES,2,0,95150,17300,17300,60550,Ford,Escape,2007,N
78,24,1992-03-22,IN,500,1175.51,0,MALE,Masters,craft-repair,husband,0,0,2015-01-06,Vehicle Theft,Minor Damage,NY,Columbus,20,1,?,0,1,7480,680,680,6120,Dodge,Neon,2003,N
123,28,2012-12-03,IL,2000,1836.02,0,MALE,Masters,transport-moving,own-child,38000,-41200,2015-01-01,Single Vehicle Collision,Major Damage,NC,Riverwood,5,1,?,2,1,79800,13300,6650,59850,Volkswagen,Passat,2011,Y
347,51,1996-10-18,OH,500,1480.79,9000000,FEMALE,MD,priv-house-serv,unmarried,0,-12100,2015-01-07,Single Vehicle Collision,Total Loss,NC,Hillsdale,15,1,YES,0,2,103560,8630,17260,77670,Jeep,Wrangler,1997,N
163,38,1997-10-02,IN,2000,1453.92,0,FEMALE,PhD,other-service,other-relative,51700,0,2015-02-21,Single Vehicle Collision,Minor Damage,NY,Hillsdale,13,1,YES,2,3,79500,15900,7950,55650,Accura,MDX,1995,N
271,44,2008-03-18,OH,500,1340.71,0,FEMALE,High School,tech-support,other-relative,0,0,2015-02-14,Single Vehicle Collision,Minor Damage,SC,Riverwood,16,1,NO,2,2,76230,6930,13860,55440,Volkswagen,Passat,1997,Y
410,54,2010-08-29,IL,2000,714.03,0,MALE,MD,protective-serv,own-child,0,-17000,2015-02-16,Single Vehicle Collision,Minor Damage,WV,Northbend,0,1,YES,0,2,59520,9920,9920,39680,Honda,Accord,2001,N
448,57,2005-03-31,IL,2000,1376.16,0,FEMALE,PhD,tech-support,own-child,38600,-50300,2015-02-04,Multi-vehicle Collision,Major Damage,SC,Arlington,10,3,NO,2,1,47760,5970,5970,35820,Suburu,Impreza,2013,Y
218,41,2013-12-25,IL,500,914.22,0,MALE,JD,prof-specialty,wife,37900,-72900,2015-01-22,Multi-vehicle Collision,Total Loss,NY,Springfield,14,3,NO,2,0,84590,15380,7690,61520,Saab,93,2013,N
43,38,2014-03-11,OH,1000,1601.47,0,MALE,PhD,handlers-cleaners,other-relative,64400,0,2015-02-15,Multi-vehicle Collision,Total Loss,SC,Columbus,1,3,YES,2,2,61650,6850,6850,47950,Nissan,Ultima,2006,N
33,33,1997-08-04,IL,1000,1096.79,6000000,FEMALE,Associate,handlers-cleaners,unmarried,45500,-60600,2015-01-07,Single Vehicle Collision,Major Damage,VA,Springfield,16,1,?,2,1,81400,8140,8140,65120,BMW,M5,1998,N
126,34,2007-11-14,IN,2000,1078.22,0,FEMALE,Masters,transport-moving,wife,54500,0,2015-02-23,Multi-vehicle Collision,Major Damage,SC,Northbend,2,3,NO,0,1,58410,10620,5310,42480,Chevrolet,Tahoe,2007,N
411,56,1992-07-30,IL,1000,1595.28,0,FEMALE,College,protective-serv,other-relative,0,0,2015-01-06,Multi-vehicle Collision,Major Damage,VA,Springfield,23,3,?,0,0,38610,3510,3510,31590,Volkswagen,Passat,2007,N
225,37,2000-12-01,OH,1000,1217.84,5000000,FEMALE,High School,farming-fishing,not-in-family,49600,0,2015-02-07,Multi-vehicle Collision,Minor Damage,WV,Northbrook,19,3,?,2,2,57600,9600,9600,38400,Volkswagen,Passat,2015,N
35,35,2002-09-10,IL,2000,1117.42,0,FEMALE,PhD,protective-serv,not-in-family,0,-51900,2015-02-14,Multi-vehicle Collision,Minor Damage,NC,Hillsdale,23,3,NO,2,2,53190,5910,11820,35460,Volkswagen,Jetta,1996,N
460,57,1997-11-07,OH,2000,1567.37,0,FEMALE,JD,craft-repair,husband,62500,0,2015-02-15,Single Vehicle Collision,Major Damage,NY,Riverwood,10,1,?,2,3,58300,5830,11660,40810,Nissan,Maxima,2014,Y
195,38,1993-05-18,IL,2000,1294.93,6000000,MALE,MD,tech-support,unmarried,38000,-50300,2015-02-14,Multi-vehicle Collision,Minor Damage,WV,Springfield,12,3,YES,1,2,64620,7180,0,57440,Dodge,Neon,2003,N
360,51,1996-07-11,IL,1000,1152.12,0,MALE,PhD,armed-forces,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Total Loss,WV,Riverwood,15,3,NO,2,0,90480,15080,15080,60320,BMW,X6,2000,N
